"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10"
"120.090512887998/63.2379041018179",-0.029206,0.020838,0.0094177,0.0073634,0.013328,-0.00089439,0.0029731,0.0012652,-0.0027967,0.0043411
"121.047648837508/36.2985517881303",-0.017965,0.038276,0.0069617,0.0020299,-0.0085329,-0.008403,0.008678,0.002284,-0.0031693,-0.001956
"121.064797220465/28.3716316308313",-0.025711,-0.024948,-0.012798,-0.0080844,-0.02225,-0.00030951,0.00044264,-0.0008569,0.001343,-0.00562
"121.084155081595/46.9712340515778",-0.022156,0.034485,-0.0080087,0.003712,-0.0046286,-0.0076458,0.0012585,0.0010374,0.0017295,0.00052401
"121.520841168024/186.670093932443",0.0065173,0.039345,-0.021188,0.018918,-0.0084648,-0.0091526,0.0090289,-0.011386,-0.011877,-0.0071332
"121.996974086601/114.416481306998",0.032426,0.00786,0.00077273,0.015689,-0.0044209,0.0059302,9.3575e-05,0.0086297,0.0045196,0.00078486
"122.068106851362/27.5340477358082",-0.0055331,-0.010786,-0.039595,0.026704,-0.036882,-0.014103,0.00030739,0.016651,0.024083,-0.0021293
"122.158282899872/116.020210529994",0.0093831,-0.0064232,0.004261,-0.022528,-0.021074,0.03622,0.026008,-0.0051163,-0.059422,0.0011199
"122.666220085914/112.442836741954",0.020558,-0.001303,0.0043004,-0.0040011,-0.015142,0.025761,0.022312,0.049165,0.028072,0.011239
"122.986617965905/133.064136980725",-0.030324,0.003773,-0.016569,-0.002269,0.019379,0.012473,0.014878,-0.0062756,0.0041663,0.0075516
"122.995787193072/123.513618944753",0.0096261,0.0094619,-0.0045092,0.033403,-0.032466,-0.027562,-0.013753,0.021918,0.046388,0.0055104
"123.030380940436/73.1006266803009",-0.00063252,0.031598,-0.022574,0.0195,0.007352,0.0036035,-0.016787,-0.045236,-0.013321,-8.5554e-05
"123.044068912117/64.2117539522898",-0.024109,0.029805,-0.0076114,-0.00091811,-0.017435,-0.0062575,-0.0030793,-0.008451,-0.0062992,-0.0059203
"123.045625889589/138.972461365513",-0.0051408,-0.026433,0.041974,0.00078435,0.017368,-0.013584,0.013458,0.0080058,0.02877,0.014495
"123.055287404862/132.760411126183",-0.001763,0.025111,0.028466,0.027506,0.0054086,-0.022714,-0.032362,0.019268,0.025013,0.0112
"123.416070816202/110.322947754681",0.011753,0.0065207,0.024101,-0.038129,0.0090284,-0.013401,-0.028168,0.038413,0.027196,-0.00050168
"124.039365343756/46.3405046741807",-0.002539,0.043876,0.004534,-0.0042811,-0.020242,0.00062137,0.013006,0.0010336,-0.0028737,0.00081633
"124.039405723294/229.9549305435",-7.1377e-05,-0.019907,-0.04935,-0.010985,-0.0039905,-0.018759,0.013661,-0.023025,-0.016214,0.0032551
"125.007268287878/127.612044202619",-0.019515,0.011841,-0.0078526,0.020049,0.034999,0.0022232,-0.019664,-0.041112,-0.0085083,0.003452
"125.042686039455/35.6377830694489",-0.0076419,0.043195,-0.0030432,-0.00056897,-0.018693,-0.0038829,0.012249,0.0030458,-0.0020285,-0.0035673
"125.959965397085/137.351027595692",-0.031486,0.011825,0.012376,0.011973,0.0075681,-0.006157,0.00025934,0.0038142,-0.00089873,-0.0017049
"125.98628236383/143.941494591332",-0.029017,0.0053458,0.020338,-0.012623,0.0074583,0.019754,-0.018498,0.0056666,-0.0053615,0.011888
"126.034771534404/108.694519836555",0.01761,-0.017867,0.0028483,0.011119,0.0014751,0.034714,0.0088946,-0.0030869,-0.055369,-0.0067764
"126.054987840338/187.250212219119",-0.011325,-0.029014,-0.0044636,-0.016885,-0.0045249,-0.012965,0.028088,0.02474,-0.043637,-0.0026922
"126.147031653884/102.305221421706",-0.01081,-0.026698,0.015346,-0.034885,-0.015417,0.0033892,-0.0308,0.0080873,0.027639,0.012152
"126.365373445439/134.255169885188",-0.0073306,0.017296,0.044082,-0.011583,-0.0061891,0.013509,-0.029232,-0.0052992,0.035147,-0.00022285
"127.122987857065/25.8687409390982",-0.0093712,0.0079346,0.03612,-0.045121,-0.014922,-0.017684,-0.0094911,0.021963,0.0085535,-0.00039849
"128.006286842577/116.456455379126",-0.01595,-0.02074,0.0063949,-0.012285,0.013506,0.033472,0.029906,-0.031882,-0.024371,0.0035541
"128.049742994351/105.702724423268",-0.014268,0.0065929,-0.043134,0.016156,-0.0024369,0.016465,0.037151,0.017758,-0.0074208,0.0065643
"128.117032454823/25.6099100424312",-0.028897,-0.011321,0.0010661,0.02537,-0.0079569,0.015782,-0.016509,-0.002256,-0.008362,-0.0039685
"128.982411354844/128.218839614322",-0.029211,0.0025334,0.01552,0.028286,-0.01513,0.0015191,-0.000299,0.00035272,-0.0075663,-0.010504
"128.98594045486/127.477313381428",-0.03259,-0.0049927,0.010017,0.010518,0.0044471,-0.0067876,-0.0031511,-0.011048,0.0040039,0.0046581
"129.014524935361/106.920146138186",-0.020441,0.010727,0.020017,0.027954,0.028508,-0.0037172,-0.028279,0.022217,-0.0056375,-0.00057027
"129.022613238145/108.614017440945",-0.0087402,-0.011444,-0.0065368,0.0013185,-0.062812,-0.0053998,0.0030795,0.028483,-0.0091618,0.0070899
"129.065860883482/235.415613270479",-0.019032,-0.010827,-0.0010746,-0.013026,0.040576,0.0003632,0.032761,-0.017765,0.029146,-0.0038002
"129.065876362157/74.0663123817727",-0.00093337,0.011735,0.039922,0.022418,0.011411,-0.047981,0.012968,-0.007609,0.010403,-0.015615
"129.102263092368/48.4007876098735",0.01164,0.031284,-0.019329,0.0079843,0.0024579,-0.021391,0.020378,0.036664,-0.012662,-0.017124
"129.138598920783/253.49583007581",0.025773,-0.021343,0.00060287,-0.0078397,-0.016866,0.029055,-0.006407,-0.0092637,0.0038859,-0.0044675
"129.138600038817/158.669871215597",0.027825,0.0035586,-0.0058547,-0.017257,-0.026826,0.0089356,0.014655,0.021213,-0.014963,-0.00083677
"129.138617243451/205.888790827376",0.029518,0.011293,-0.015359,-0.02168,2.2826e-05,-0.010379,0.0029533,0.013882,-3.7859e-05,-0.0081632
"130.049924404657/73.7879974534633",-0.028614,0.024258,-0.0082171,-0.0049407,0.0008295,-0.0021455,0.00084656,0.0039136,0.0047341,-0.0058057
"130.086299352871/89.2286906364081",0.021852,0.030555,-0.011517,0.012521,0.0045682,0.0067557,0.00018094,0.024761,-0.0076568,0.011499
"130.111395364912/145.396233141771",-0.0031825,-0.0049731,0.02677,-0.044631,-0.01485,0.029484,0.0111,0.032038,-0.026763,-0.0042914
"130.142039152654/280.845057002203",0.022127,0.016215,-0.016528,0.030256,0.022227,0.021462,0.0032137,0.014708,0.012155,-0.00187
"130.142041633579/179.251440955553",0.029302,0.019221,-0.012072,0.0095792,0.010984,0.007518,-2.3169e-05,0.0072183,0.0024551,-0.0035925
"130.159069364706/30.15760866127",-0.0092068,0.0088155,0.042029,-0.00085869,0.0079274,-0.034483,-0.039834,0.011832,-0.0023587,0.0002058
"130.908808745187/151.221991575739",0.008528,-0.0058668,0.033404,-0.016065,-0.017201,-0.048742,0.020495,0.0081859,0.027075,0.0076059
"131.002271970877/115.673482687932",0.015429,0.016947,0.026498,0.015101,-0.0056283,-0.024281,0.033864,0.021467,0.032088,-0.0077551
"131.010719141792/207.608850797089",0.0088027,-0.028106,0.017135,-0.0075052,-0.021965,0.010575,-0.036184,0.0069337,0.039981,0.0033456
"131.053272580019/81.5567635053217",-0.030216,0.019434,-0.0086085,0.009944,0.0013357,-0.0027849,0.0016079,0.0045163,0.0025567,-0.0027885
"131.089640926007/66.0438402872426",0.010355,0.035264,-0.017116,0.028494,0.00022019,-0.0044293,0.0040663,0.027372,-0.0057687,0.0079442
"131.102667875079/97.4955950088073",0.014032,0.015918,-0.006165,0.016764,0.0040364,-0.021995,-0.020063,0.056254,0.029169,0.020883
"131.117881263879/41.0427384497766",-0.019338,0.036441,-0.0056091,-0.00064481,0.015205,-0.0033883,0.00046434,-0.0091153,0.0068753,-0.0016128
"131.129172303174/79.436378689575",-0.026115,0.013905,0.030486,-0.0052363,-0.015179,-0.0099208,0.010457,0.0015676,-0.010672,0.0082096
"131.388514660014/138.95698057925",-0.028429,0.0051707,-0.021832,-0.0091388,0.012754,0.020956,0.019535,0.0012232,0.0045355,-0.010442
"131.520814990361/111.826019899764",0.011622,-0.016423,0.020579,0.0017459,0.012196,0.021356,-0.0197,0.032602,-0.055682,-0.003249
"131.533457010242/98.1842036033549",0.0077013,0.012925,0.039857,-0.0036224,0.016872,-0.039401,-0.02483,-0.020905,0.014133,-0.0047888
"132.065554491205/134.901099532628",0.030696,0.012672,-0.0033129,0.0034605,0.0027685,-0.014931,0.020227,-0.0063808,0.0098124,-0.007792
"132.065559464189/88.19804474284",0.029248,0.010704,-0.0062662,0.0044571,-0.017754,-0.017842,0.02456,0.0032929,0.0029966,0.00092918
"132.075138286414/265.581838148051",-0.017486,-0.00080058,-0.018879,0.024252,-0.046156,-0.01769,-0.0089266,0.017958,-0.016171,-0.0019194
"132.101958094343/46.7839351403457",-0.006928,0.045034,-0.0070285,0.0031835,-0.0059048,0.00072084,-0.0028768,-0.0067547,9.716e-05,0.001478
"132.129966870587/46.6000524085271",-0.01919,0.036391,-0.011077,0.012873,-0.0026064,-0.0082717,0.00026174,-0.0028247,-0.00099257,-0.0074858
"132.410643542595/27.3414186305433",-0.012305,0.013472,0.041075,0.029825,-0.024973,0.0017541,-0.0063459,0.0012055,0.024609,-0.0041041
"132.505485274753/137.507872860727",-0.010729,0.012989,-0.0083774,-0.061332,0.015216,-0.0019666,-0.010944,-0.010315,0.0067149,-0.0074566
"132.554262248745/178.882618189219",0.014209,0.040755,-0.0027038,-0.0035971,0.011787,0.001941,0.011563,0.010417,0.00091947,0.0089969
"133.031987635862/60.4769336832652",-0.024479,0.031503,-0.0023087,0.0087067,0.0071346,-0.0011646,0.004273,-0.0031737,-0.0020605,0.0046087
"133.060742984343/79.1953934627369",-0.028511,0.017506,-0.021494,-0.010802,0.0096301,0.0032069,-0.0010384,-0.0032287,0.005121,-0.0081425
"133.097155174173/99.7793144732665",0.014724,0.035279,-0.011421,-0.00082474,0.010353,-0.018249,-0.0044661,0.031905,-8.1085e-05,-0.015482
"133.105324176884/38.9621758469549",-0.011014,0.042782,-0.011206,0.0084422,-0.0037095,-0.0034487,-0.00025927,-0.0065262,-0.0024674,0.0032627
"134.018863844177/68.8126405372699",-0.01249,0.040983,-0.012148,0.0031652,0.012859,-0.0052964,-0.0095318,0.0060445,0.0051805,0.0088712
"134.02704435303/171.680141499835",0.020137,0.035807,-0.0055853,0.0028436,0.014831,0.0026581,0.00033637,0.0083436,-0.0047377,-0.0040369
"134.044802873868/138.197090919665",0.011365,0.0062698,-0.008387,-0.0027556,-0.046451,0.032661,0.027741,-0.034393,-0.0089498,0.010198
"134.11754044887/214.367071781703",0.022013,-0.021055,-0.024369,0.0052577,0.030517,-0.012594,0.0097865,-0.0026559,0.010027,0.0033673
"135.030416989845/57.3572870377519",-0.016373,0.018965,0.018413,-0.013698,-0.042947,-0.014076,0.00021513,0.0056111,-0.029612,0.0039223
"135.041584018137/110.115890231255",-0.0079238,-0.023516,0.046534,0.00095258,0.019214,0.018808,0.0044708,0.0030934,0.013286,-0.0059608
"135.080466232827/24.1828538901512",-0.004993,0.026256,0.040152,0.0065599,-0.022071,-0.027681,-0.015272,0.004138,0.00041243,0.010292
"135.120925770756/95.2833517241958",0.025007,0.0075951,0.01203,0.0094756,-0.015258,-0.042595,-0.0097519,-0.005477,0.015755,-0.0017165
"135.120927321387/240.769657322131",-0.012391,-0.024853,-0.027877,-0.026343,0.0035394,-0.019093,-0.030826,-0.019556,0.009013,-0.0049292
"135.493307510665/127.745619249277",-0.021971,0.0010919,0.024897,-0.0019055,0.043958,0.0064582,-0.016622,-0.012391,0.00017082,-0.0087874
"136.061881963348/25.8997213601845",-0.023493,0.024366,0.012914,-0.028777,-0.01041,0.0019755,0.0010563,0.011262,0.011233,-0.0039227
"136.061889535122/186.006814545726",-0.00016132,0.019838,-0.016972,-0.046963,0.032625,-0.01607,-0.021365,4.2125e-05,0.011308,0.01328
"136.075769900508/52.6322906696118",-0.027803,0.020833,0.0091819,0.013784,0.015618,-0.0014091,-0.013491,-0.0030722,-0.0072748,-0.0022856
"136.562181261746/139.240453394458",-0.032305,-0.008639,-0.0074318,-0.0030375,-0.0054152,0.012749,0.011899,-0.0040381,-0.0011294,-0.0058682
"137.023408179314/139.299791802387",0.013493,-0.0087953,-0.012469,0.00044675,0.038824,-0.031661,0.029562,-0.02393,-0.032794,-0.0039615
"137.045741219924/45.4528086202951",-0.010584,0.040596,-0.0035396,-0.0020085,-0.025852,-0.006732,-0.0011439,0.0080432,-0.0042338,0.0013271
"137.072764655226/55.6742178035062",-0.022998,0.030827,-0.00024789,-0.0050073,-0.020511,-0.0012203,-0.00051205,-0.0092336,-0.011221,-0.0018156
"138.054956839422/45.6643713197125",-0.016883,0.040009,-0.00094218,-0.0036712,-0.0071141,-0.0044877,0.0023547,0.0052504,0.0025428,0.00098515
"138.47096787358/114.19444944348",0.019196,0.0030853,-0.017357,-0.052199,0.016702,0.0051777,-0.011695,-0.003474,0.0017923,-0.013823
"138.906540114369/116.968918897193",0.018505,0.012525,0.023703,0.026131,0.003731,-0.027749,-0.03941,0.0096814,-0.0016564,0.0062222
"138.93537980156/138.924764152571",-0.021497,0.0016709,0.0025319,0.0046479,0.044882,-0.016568,0.0079091,0.032175,-0.015849,0.00069553
"139.050218556392/42.179527641764",0.0075656,-0.0054955,-0.0046156,-0.0094308,-0.036422,-0.044243,-0.036605,0.024103,0.026506,0.012869
"139.051591157741/135.044314825362",-0.023552,-0.0076086,-0.019947,0.0033953,-0.00083945,0.0096172,0.013543,-0.047085,-0.023602,0.0016466
"139.05835085587/41.1528598916783",-0.0094691,0.0048479,0.023525,0.0082202,0.0032788,-0.035603,-0.057871,-0.011303,0.022441,-0.0026734
"139.073343977476/177.990506304887",0.011081,0.03967,0.00048758,0.012491,0.018995,0.0011708,-0.0012101,0.023687,-0.0022529,0.0024052
"139.123053955407/225.586997765138",-0.01192,-0.0097446,0.046908,-0.019302,0.021489,0.019785,0.0065199,0.015831,0.014364,-0.00085508
"140.027638672753/114.158010508911",0.022844,-0.0014989,0.0019295,0.0099177,-0.0039301,0.036703,-0.041709,0.019911,-0.0091523,-0.0049152
"140.068289793062/66.8104957464953",-0.010956,0.041683,-0.0040739,0.0068103,0.016181,0.0039203,0.010303,0.01191,0.0030566,0.0045227
"140.070573072648/55.6980875338512",-0.012369,0.041329,0.0007542,0.0010086,0.018225,0.0033889,0.0091291,0.0079437,-0.0003418,0.00058171
"140.072964705547/31.4232129833942",-0.00093676,0.0046459,-0.00029115,0.026575,-0.026605,-0.045452,0.022972,0.001233,-0.051869,-0.00013479
"140.118261679668/208.645319084736",0.0064681,-0.0031511,-0.011949,0.0041704,0.0095751,0.0088728,-0.0018281,-0.074165,0.038445,0.0047989
"140.118285971536/107.618822338848",0.0063473,-0.030151,-0.019098,-0.034269,0.0050344,-0.017925,-0.029863,-0.018561,-0.0030666,-0.0055667
"140.463970431459/138.283246100643",-0.031521,0.011407,-0.0038928,-2.2202e-05,-0.0028523,0.010878,-0.0061255,0.020952,0.0010716,-0.0068325
"140.526085690607/111.324642349541",0.0333,0.0043092,0.0039226,0.0077834,0.0047743,0.004179,-0.0066325,0.0084057,0.0035253,-0.001249
"141.032371929002/143.759391538208",0.0054079,0.015172,-0.0016772,0.028038,0.05452,0.00073132,-0.032947,0.0030892,-0.003771,-0.00089206
"141.466946405611/115.35036942561",0.0036839,0.02,0.04001,-0.00233,-0.013962,0.016232,-0.026073,-0.0096306,0.043185,0.0024562
"142.026438368343/117.114129525692",0.011893,0.034982,0.0096672,-0.022568,0.028831,0.0093183,0.0032936,-0.013348,0.0015159,-0.0027378
"142.05431390361/108.699588984787",0.008347,0.027689,0.034621,0.020254,0.020701,0.013372,0.0065885,-0.013446,-0.024701,-0.012146
"142.505360008728/125.26028575409",-0.011552,-0.0044864,0.047302,0.032101,-0.016451,0.0084827,0.012033,-0.011994,-0.011861,-0.0088307
"143.988083327756/75.8695992802013",0.0053524,0.0041621,0.04646,0.0019278,0.033496,0.0048041,0.0092248,0.026051,0.031138,-0.018566
"144.004335013603/104.960298181964",-0.012226,0.023329,0.00056964,0.050264,0.022646,0.013488,0.0013054,0.0077175,0.0021167,0.0056184
"144.605225384742/77.6119375438603",0.013998,0.0070071,0.032549,-0.018959,0.035954,0.0093802,0.0034288,0.0067009,-0.042716,0.0025567
"145.133352417958/49.0606544901413",0.0050972,0.028631,-0.018173,-0.017602,-0.022421,0.015179,-0.01859,-0.042332,0.019441,0.0014978
"146.027096332595/38.4280439660961",-0.006692,0.037967,-0.02667,0.022496,-0.00032849,-0.0020065,0.0015571,-0.012751,-0.0045113,0.0016575
"146.028451958461/139.960156554705",0.016983,-0.0098921,-0.0070872,0.0039327,0.041173,-0.030001,0.027934,-0.027378,0.012554,-0.009189
"146.117622016385/51.2858086454975",-0.0088624,0.036885,0.032391,-0.00044349,-0.0041224,-0.0044583,0.0042198,0.015969,0.0056738,-0.0056659
"146.165222790637/273.892214178632",0.032255,0.00030863,-0.014911,0.0043514,0.0036337,0.014414,-0.0035901,0.0072951,-0.0049417,0.0010174
"146.165266197361/58.1813619021433",0.011315,0.0027461,0.0031639,-0.035579,0.045446,0.035732,-0.0011588,-0.016505,-0.0090739,-0.0020876
"147.030396869265/36.3816766978293",0.01113,0.034774,-0.025668,0.019956,-0.0053533,0.0064437,-0.0029854,-0.022655,-0.012043,0.0094577
"147.043863657407/64.8646051496751",-0.025082,0.030072,-0.0048099,-0.0011231,-0.012974,-0.0053582,-0.0023673,-0.0035711,-0.0013511,-0.0015824
"147.07646008542/83.2426384447382",-0.029099,0.024117,6.1686e-05,-0.0030478,0.0026777,-0.0016173,0.0027171,0.0028035,-0.002211,-0.0029737
"147.112846714147/111.42706023161",0.017914,0.035186,-0.0096711,0.0094206,0.0014469,0.0010753,0.00046119,0.029037,-0.0065595,0.010891
"147.168547165972/196.907065990611",0.025291,-0.007769,-0.014194,-0.012936,0.026154,0.0022326,0.022678,0.0299,-0.013406,-0.0029496
"147.168553045497/145.769990131177",0.025866,-0.0049912,-0.0032011,0.0034215,0.015837,-0.026471,0.010555,0.039159,-0.016775,0.0057195
"147.168555500033/282.705997276862",0.023829,-0.0072434,-0.015069,0.0067607,0.023587,-0.0074857,0.017773,0.044516,-0.0065115,0.0098528
"147.476253386255/119.871920636192",0.0037986,-0.012258,-0.010814,-0.056944,0.028193,-0.0079637,-0.0021749,0.014217,-0.025835,0.0029191
"148.03398190421/49.7428661532811",0.012945,0.027756,-0.017171,0.013836,0.0031287,0.00059303,-0.0028455,-0.048311,-0.026926,0.0010248
"148.039501413828/86.5953485844407",-0.023213,-0.00070508,-0.039844,0.004707,0.0062011,-5.0363e-05,-0.007764,0.029842,0.0058272,0.006001
"148.060438420924/81.3020566517043",-0.027067,0.027485,-0.0016049,0.0032914,-0.0038018,0.0020279,0.0068713,0.0093941,-0.00011091,0.0091533
"148.079428529573/73.4549872214643",-0.029311,0.022626,-0.0075722,0.0058913,0.0029733,0.0016437,0.0042412,0.00044372,0.0040389,-0.0032188
"148.116161988952/91.9385913218116",0.010148,0.036559,-0.019191,0.013422,0.005528,0.00016667,0.0027779,0.033957,-0.010914,0.0070989
"148.439100140624/150.334967360413",-0.020319,0.016912,0.011676,0.015169,-0.039614,-0.026754,0.010804,0.0079099,-0.0017424,0.012888
"149.023347239904/228.864739009861",0.0023236,0.01653,0.005682,-0.034661,0.014879,0.015978,-0.012968,0.017213,-0.064806,-0.0016565
"149.023377265645/20.220244913111",0.00027745,-0.015649,-0.0014086,0.0063042,0.00062362,-0.038695,0.015118,-0.045638,-0.053655,-0.01006
"149.026096611745/38.6365562435477",0.0035979,0.038663,-0.02535,0.023198,-0.0059568,0.0032409,-0.00011811,-0.013372,-0.0076178,0.010707
"149.02679408205/84.3548353714963",0.012802,0.010141,0.0025706,0.011055,0.014231,-0.013189,-0.020221,-0.06641,0.027185,0.00025366
"149.04607854915/48.0395499484105",-0.00056253,0.037266,-0.029142,0.012078,-0.015812,0.0037854,0.003149,-0.021129,-0.010583,0.011742
"149.063853993104/83.8848375445589",-0.028933,0.023686,-0.0070388,0.0041895,-0.0025182,-0.0024456,0.0052024,0.004022,0.00054566,-0.0011033
"149.080868548609/63.2748134053253",-0.0074888,0.0084518,0.053649,-0.022933,0.010813,0.0087117,0.00026446,-0.020494,-0.0089119,-0.0094697
"149.116447615497/93.0749908217998",0.015767,0.0050961,0.049498,-0.0058725,0.011429,0.0037039,-0.013341,-0.026462,-0.010176,-0.0040605
"149.128557881474/235.417602288515",-0.029782,-0.002903,-0.0076686,-0.024089,0.0098411,-0.011101,-0.013931,-0.017064,-0.0059571,-0.00029982
"149.992871695651/69.8850936919976",0.0053642,0.036121,0.023495,0.0047259,-0.0045585,-0.014534,0.035322,0.0056366,-0.010857,0.0026241
"150.013841713866/81.8959738013637",0.02922,0.011411,0.02278,0.017577,0.009113,-9.1415e-05,-0.0017624,0.0030957,-0.0025437,-0.014541
"150.058374682058/53.1393798479843",-0.020074,0.035344,-0.015942,0.0065295,-0.004027,-0.0035095,0.0038384,-0.0028579,-0.0027166,-3.9435e-05
"151.001070546873/110.130099970676",0.023876,-0.023624,-0.009186,0.013719,0.024529,0.010004,-0.020423,-0.0074603,0.0028117,0.002096
"151.039067898263/119.780224490825",-0.013267,-0.014298,0.045181,0.012796,-0.020275,-0.011688,-0.024105,-0.013144,-0.0084986,0.0069962
"151.09652897679/29.5976442825792",-0.0023106,-0.011997,0.047761,-0.015959,0.0029252,-0.032104,0.019136,0.024609,0.0094713,0.016964
"151.09654001628/218.417598452162",-0.013685,0.013924,0.040126,0.0067323,0.0002704,-0.0081349,0.035032,0.030456,-0.016536,-0.0060865
"151.971989605518/136.48609613068",-0.029364,0.017188,0.0086638,-0.0053093,-0.0044352,0.0099052,-0.016553,0.017765,0.00042229,-0.001524
"152.016502135821/104.757153966343",0.022835,-0.0025788,0.032231,-0.021639,0.0063387,0.016288,-0.01004,-0.031607,-0.0057672,-0.0024048
"152.032294421397/105.423585868432",0.030935,0.003401,0.021469,-0.0086519,0.013706,0.0063939,-0.0028338,-0.0016086,-0.0013443,-0.0057996
"152.540398538203/140.80493521992",0.014736,0.037265,-0.0028786,0.012907,0.021277,-0.0049382,-0.0088119,0.017905,0.00052344,-0.0025463
"153.040043094432/86.6249295623187",0.0052552,0.040289,0.017073,0.0044753,-0.015788,-0.023308,-0.001105,-0.0097868,-0.0079565,0.0089505
"153.040698048388/48.2566770095844",-0.017266,0.034797,-0.019309,0.0070619,-0.016586,-0.0094759,-0.005424,-0.010762,0.00071578,0.0015066
"153.054670993512/277.125730832755",-0.022768,-0.019752,0.0086829,-0.011886,0.040068,-0.0091858,0.0099159,-0.00081437,-0.0018578,0.00013625
"154.013488022519/114.707592273438",0.013641,0.02282,0.027857,0.023197,-0.014381,0.018943,-0.011716,-0.016462,-0.036251,0.0073473
"154.049095762307/119.300373097506",-0.021374,0.0025696,0.02482,-0.0034002,-0.044822,0.0012582,-0.00024063,-0.020421,-0.011877,-0.003848
"154.049956029593/63.3967415066981",-0.022296,-0.012437,0.016666,-0.012623,-0.020477,0.043201,0.0026253,-0.012201,0.0031414,0.00068663
"155.042706437919/84.3390484862775",0.019936,0.023752,-0.028721,-0.025014,0.0086178,0.0001919,-0.019087,-0.0068208,0.0027732,-0.00085026
