"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10"
"130.951796079559/52.4083694846227",-0.02124,0.00015897,0.0014351,0.0015777,0.026017,0.035055,0.020051,-0.025454,0.011955,0.0024078
"131.044605140408/25.9887013949155",0.023497,0.0092801,0.016706,0.032009,0.0044491,0.0091616,-0.013111,0.026718,-0.0054738,-0.001804
"131.071361773163/47.2980081390364",-0.014873,0.015847,0.034382,0.015042,-0.00048124,-0.0038649,0.001143,0.007711,0.030407,0.0090827
"131.082594633687/61.1795003763641",0.006559,0.017003,0.017192,-0.037906,-0.0053468,-0.0054122,-0.026549,-0.0032622,-0.030354,0.0081057
"131.090683949075/21.9084230685665",-0.0059404,0.034297,-0.01184,-0.0011064,0.019973,-0.0028069,-0.023143,-0.016172,-0.0045469,-0.0042755
"131.362128351656/217.709836046051",0.012881,0.0056724,0.017203,0.017462,0.042321,-0.026258,-0.0080105,0.015928,0.010734,0.0020398
"132.030249436499/25.7284123504989",0.0060923,0.038228,0.0014164,-0.0098203,-0.009205,-0.00087481,-0.0095566,0.013314,0.020041,0.0012324
"132.074764400809/35.7035477219503",-0.021811,-0.014069,-0.0031042,-0.012922,0.0092998,-0.0014977,0.0064655,-0.050167,0.012029,0.0018951
"132.537181163069/21.4867133895081",0.014499,-0.0050519,-0.013509,-0.027435,-0.018205,-0.028574,0.025816,-0.0081932,0.028962,0.0038592
"132.955646432217/25.758685129319",-0.012324,-0.026961,0.018998,-0.021855,-0.0026686,-0.0093705,0.025094,0.017917,-0.0060408,0.0080607
"133.014249113392/30.3888142716194",-0.012839,0.036323,-0.014662,-0.0054445,0.010663,0.0085504,-0.0069471,0.0063469,0.00052528,0.0069639
"133.032679440396/257.23848671983",0.0028651,0.0097668,-0.024416,0.0072541,0.0064375,0.015367,0.040132,-0.025141,0.028977,-0.002797
"133.050664221202/153.380887574398",-0.003105,-0.0036225,0.023138,-0.020371,-0.0032425,0.038826,0.025447,-0.030713,0.0015545,0.0024534
"133.050686665574/19.888924578494",-0.0030034,-0.021239,0.025507,0.0050541,-0.024054,0.023608,0.028584,-0.0014625,-0.011765,0.00018578
"133.357506806261/22.6698605027599",0.017679,-0.0086639,-0.013937,-0.027624,-0.019668,-0.026981,0.024698,0.0012154,0.0202,0.00010126
"134.017625790104/21.0686663615968",-0.011562,0.023225,-0.0090597,0.013031,0.039388,0.011291,-0.0035412,0.015688,0.02184,0.0013591
"134.047285483524/222.469437838992",-0.011242,-0.030988,0.011374,0.014891,0.031019,0.0031165,0.012459,0.0053751,0.0011389,-0.0022185
"134.047308152379/22.9990468436617",0.0053224,0.033877,-0.015946,0.0041362,-0.0065068,0.012134,-0.02615,-0.014795,-0.0036489,-0.0012324
"134.933853693382/23.9550805492065",-0.033301,0.0025106,-0.013554,0.012422,0.0086235,-0.005618,0.012164,0.0019534,0.015622,-0.0018792
"134.953068657914/23.232113404604",-0.028827,-0.001006,-1.4792e-05,-0.015429,-0.017394,-0.013872,0.025537,0.021506,0.0055923,-0.0064479
"135.002230600348/141.438531025815",-0.013266,0.012746,0.0025298,-0.0069075,0.028874,-0.01162,0.026743,-0.031915,-0.033394,0.009646
"135.030071299715/38.3633771058725",-0.024114,0.020555,-0.021992,-0.0042677,-0.0064282,0.018504,-0.0088792,-0.016737,-0.0019494,-0.0049965
"135.045176480424/249.649386185466",-0.019913,0.00062907,0.035247,-0.00036532,-0.014824,0.00063152,0.023231,0.013306,-0.0092236,0.00064146
"135.581130567831/40.3999728279882",0.0294,0.01676,0.020728,-0.0073546,-0.004616,0.0073853,-0.0089507,-0.0083776,0.0022111,-0.0031536
"136.016628744225/152.30222763108",0.012784,-0.014445,0.0030309,0.0098483,0.033681,0.026279,0.019319,0.032163,0.01476,0.0034877
"136.040375656729/40.5981505743642",-0.013269,0.035491,-0.0113,-0.0051724,0.0026304,0.019435,-0.012208,-0.0014788,8.5688e-05,0.0028928
"136.051804833064/24.9484740506703",-0.018581,0.034396,0.0079524,0.01189,0.004256,0.0072059,0.0068575,0.0095409,0.00028813,0.0056357
"136.910246024214/213.082805042737",0.021881,0.01718,0.024202,-0.0046093,-0.022337,-0.014589,-0.01896,-0.0043658,-0.0054046,-0.0060015
"136.947612294/22.4013878185387",-0.016322,0.0095143,0.018659,-0.035577,0.017542,-0.01209,-0.024604,0.0087588,-0.016947,-0.0021782
"137.795057963032/194.00730837279",0.00011837,0.0021266,0.0019613,-0.038412,0.0007003,0.028656,-0.017535,0.030664,-0.03397,0.0070824
"138.920991699134/30.4148703221268",-0.023622,0.0046637,0.017624,0.029419,-0.032033,-0.0046131,0.0031522,-0.0021986,-0.0010823,0.0037695
"138.944547662139/152.375111481109",0.0011115,-0.00014317,0.0059127,0.03223,-0.012255,-0.039638,0.0055308,0.018573,0.038547,-0.0025412
"139.040155240171/158.397070491088",0.02897,0.022755,-0.0018817,-0.0021841,-0.017225,0.0026626,0.012347,0.0074872,0.0031799,0.0043211
"140.539314426311/140.900708528299",0.021195,-0.014072,-0.019487,-0.01831,-0.019772,-0.00017997,0.0060172,-0.03617,0.001155,0.0043418
"140.91936248393/129.384091486696",-0.0038249,-0.012879,-0.013724,0.020155,-0.025461,0.010671,0.025104,0.046044,-0.0091772,-0.002948
"140.975912312853/18.6841065396799",0.022523,-0.011947,-0.034082,0.001947,0.012557,-0.0085053,0.0069251,0.0078457,0.010741,-0.0033117
"140.986107139643/141.473943502699",-0.00069189,-0.0023157,-0.0026271,0.0014449,0.053418,-0.032255,0.0038279,-0.018461,0.0024782,0.0096389
"141.055804474552/136.397331102768",-0.027142,-0.0017688,0.0043587,0.011107,-0.024423,0.010503,0.03222,0.012404,-0.0068227,-0.0095858
"141.434999120222/149.753512174982",0.013206,0.00076408,-0.033525,-0.013786,-0.0087533,0.020923,0.033083,0.00069737,0.0080544,-0.0056318
"141.447252788209/129.968876187116",0.027619,0.016047,0.0094263,-0.0038329,0.012226,-0.026334,0.018187,-0.0032205,0.0063563,0.00056313
"141.466045057198/213.786118392605",0.022899,-0.015819,-0.032908,0.00083096,0.0032864,-0.012821,0.0065381,-0.00091299,0.0064379,-0.002971
"142.943613255268/29.0097436530102",0.024581,0.015733,0.019373,0.018366,-0.0026681,0.01301,-0.019231,-0.015245,-0.014466,0.00055485
"143.071356398811/34.7076578839768",-0.027393,-0.019984,-0.013494,-0.001852,0.015198,0.0022837,0.0068453,-0.016911,0.018141,-0.005872
"143.082645606107/37.630797263448",0.029283,0.0010595,0.025462,-0.019032,0.00086169,0.0072588,-0.011888,-3.3833e-05,-0.00093948,0.011474
"144.030288859287/19.8867151027818",0.019151,0.0096593,0.00118,0.026258,0.011527,-0.0076364,-0.024802,0.043004,-7.2657e-05,-0.0056947
"144.045455247018/256.317832721173",-0.032463,-0.0099757,0.0062517,0.0021121,0.018229,0.018526,-0.0045747,-0.010498,0.0016095,0.003217
"144.111116274154/83.7173240134979",0.023479,-0.029895,-0.0058698,0.0011391,0.013644,-0.0032813,0.0025304,-0.0052888,0.016959,0.0079037
"145.014286907413/34.161566459144",-0.02519,0.028419,-0.011452,-0.011616,-0.00060829,-0.0017649,-0.001311,-0.0093233,0.004687,-0.0022951
"145.038079056347/32.9704757957178",0.025924,-0.0092867,0.032467,-0.0097213,0.000656,0.0069781,-0.0089677,-0.0029839,0.0024035,0.0074953
"145.061938538179/40.6109314641282",-0.018555,0.033286,-0.012636,-0.0057961,0.0093214,0.013233,-0.0054109,0.0048679,-0.002725,-0.0019067
"145.070281232563/32.0747331337002",0.028023,0.014138,0.019687,0.0024508,0.0038084,-0.023362,0.013849,-0.0032633,0.0044817,-0.00071189
"145.098324386468/26.0758902824976",0.00014904,0.027559,0.014292,0.014773,0.026108,0.030529,-0.012741,0.011282,0.005726,0.00012164
"145.539793411148/35.2105986207732",0.029827,0.0018338,0.025043,-0.015559,-0.0002456,0.0029176,-0.015676,0.0024125,-0.0010064,-0.0023839
"145.978895294756/144.76340680051",-0.010763,0.032021,-0.0084215,0.016764,-0.00086949,0.029791,0.006074,-0.0057765,0.014129,0.0051981
"145.983583661746/155.110487335589",-0.031652,0.015009,-0.011266,-0.013878,0.0035554,-0.0086322,0.014443,-0.0011629,-0.0035855,-0.00099204
"146.02473430921/33.11032136215",0.0041882,-0.0014918,0.0044621,-0.039666,-0.021808,-0.011647,0.023937,0.038865,0.015254,0.0055743
"146.045959574292/24.3136554565097",-0.018484,0.031173,-0.015949,-0.004572,0.0097638,0.017982,-0.0036211,-0.00098435,0.0092352,0.001827
"146.961338867397/27.450648546406",-0.0063584,0.00069413,-0.015927,-0.03448,0.017335,-0.0049704,0.039054,-0.011809,-0.026929,-0.0023812
"147.029980206433/23.5025101778777",-0.016877,0.032317,-0.015321,-0.0054135,0.014502,0.011915,-0.011884,-0.0050935,-0.0029397,0.0058656
"147.04933232986/21.0932258891877",-0.0081308,0.03515,-0.021609,-0.0050258,0.0077449,0.014861,-0.0059803,0.00067992,0.0052768,-0.0082977
"147.4900917702/241.462229323504",0.019962,-0.013273,-0.0088338,-0.027542,-0.022845,-0.020839,0.020683,0.020972,0.0003564,-0.0037611
"148.636175113818/237.290625152968",-0.0032736,0.0086458,0.012003,-0.033258,-0.023933,-0.023637,0.025527,-0.012175,0.03196,-0.00024161
"148.640038350145/29.2671971119659",-0.0014456,0.021859,0.0024093,0.0064887,0.031208,-0.0044249,-0.033067,0.035118,-0.0087278,0.0058449
"148.766907144188/221.631641424952",0.0058182,0.020832,-0.027403,0.0022464,-0.018457,0.028678,-0.016877,-0.016642,-0.016566,-0.0033219
"149.009162446888/32.0085024831085",0.022991,0.011421,0.017893,-0.0059551,-0.022236,-0.0042328,-0.0030983,0.020484,0.035287,-0.0053844
"149.009514274563/215.199787360024",0.0028972,-0.012749,-0.023492,0.030636,-0.0036664,-0.014467,-0.039198,-0.01592,0.0055085,-0.00042227
"149.037490693162/19.8687161563208",-0.031595,0.012031,-0.019287,0.011657,-0.00089488,-0.0034083,0.0099295,-0.0040239,0.0051868,-0.0055146
"149.055116851157/24.788629253015",-0.019889,0.033534,0.0013774,0.013429,0.0095303,0.0061984,0.0018823,0.010515,0.0046025,-0.0054422
"150.059343620609/20.5197030271509",0.012727,0.033887,0.0065417,0.01711,-0.00049417,0.025677,-0.0027033,0.0016982,0.0067229,0.00091337
"151.005534664817/158.074792602052",-0.017994,-0.020374,-0.027915,-0.0038059,0.0092121,0.010789,-0.020111,0.021628,0.0043632,-0.0041705
"151.026235040855/25.241425607147",-0.02178,0.033251,0.0021341,0.0033717,0.0091362,0.0075312,-0.0030572,0.0076022,0.0053813,-0.0017517
"151.028698537662/45.092236950663",-0.023851,-0.0028219,-0.0090132,0.022718,0.015343,-0.0021384,0.0032514,0.045373,0.0036532,-0.0043173
"151.040090459595/247.080154811154",-0.014837,-0.025566,0.0066868,-0.016111,0.017071,0.015578,-0.012628,0.0086553,0.036021,-0.0035371
"151.043230518187/209.068538742316",0.016548,0.023463,0.00094565,0.020473,0.024257,-0.012414,-0.0030316,-0.034234,-0.0068528,-0.010881
"151.062625321855/23.7944727803093",-0.01002,0.038272,-0.004028,0.0060768,0.011245,0.015295,0.0004021,-0.00079424,0.010973,0.000879
"152.986401332997/19.8157216500667",0.022251,0.012855,-0.0078821,-0.010272,0.02343,0.01604,0.021461,0.025514,-0.023353,-0.0012732
"153.046561875133/181.351049228521",0.0028787,-0.020925,-0.028026,-0.032721,-0.0012567,0.020254,-0.005894,0.016637,-0.010582,0.012917
"153.092171191565/63.8541321669063",0.024367,-4.5255e-05,0.020603,0.0053966,0.0013741,-0.0058166,0.027538,0.015522,0.032155,0.0066061
"153.981527428823/134.183640656268",0.022899,-0.015819,-0.032908,0.00083096,0.0032864,-0.012821,0.0065381,-0.00091299,0.0064379,-0.002971
"154.057695181518/24.6799238901969",-0.026885,0.027996,-0.0022784,0.009208,0.0075041,0.0024817,-0.00059012,0.010195,0.0019892,-0.0034643
"154.06234157769/25.3780480945",-0.017821,0.033911,-0.0084205,0.0059069,0.01618,0.011938,0.0019989,0.006498,0.00059982,-0.0014279
"154.487038698524/198.510121135521",-0.0022452,-0.01916,-0.034174,-0.021162,-0.025753,-0.0055589,0.006118,-0.002748,0.014843,-0.010378
"154.86884376322/19.4452769418081",-0.033063,9.9011e-05,-0.011927,0.013289,0.012232,-0.0067571,0.01869,-0.0026376,0.0019221,0.0036786
"154.89861135818/28.8386921488894",-0.03464,-0.0027976,-0.013478,0.009971,0.007058,-0.0010398,0.011307,-0.0037587,0.006577,-0.0085858
"154.911804709464/145.601001005639",-0.028944,0.012713,-0.0055577,-0.027277,0.0045989,0.0066297,0.016918,0.015308,-0.0016399,-0.0051528
"154.982691200385/131.904289477209",-0.011631,-0.0073322,-0.015974,0.013228,-0.03002,-4.4162e-05,0.045898,0.0092942,0.010612,-0.0011388
"155.082646233114/263.265113979217",-0.0085676,-0.006799,0.0080471,-0.012753,0.036848,0.018268,-0.038035,0.023882,0.011215,0.001761
"155.519194298809/189.288416719383",0.00029555,-0.025242,-0.024204,-0.0012157,-0.030179,0.011938,0.011677,0.0018178,0.027292,0.0072113
"155.865683795438/25.9796304682009",-0.015675,0.019566,0.0071831,0.02661,-0.0056983,0.039392,0.0057057,0.0077979,0.013979,0.0031886
"156.022759475255/23.8312106193057",0.034107,-0.0097861,0.01238,0.0036773,0.0072118,0.0082256,-0.011729,0.0015905,-0.0029545,0.0031847
"156.951692750525/147.559938062837",-0.0034263,0.01037,0.0068524,0.041958,-0.028082,-0.015168,-0.012619,0.029668,-0.01507,-0.0019227
"156.975460844213/32.6354155809508",0.0052747,0.014991,-0.034215,-0.0093739,0.01896,-0.015744,-0.017813,0.016338,0.024151,-0.0083347
"157.011905223743/24.9994360876089",0.013738,0.00077524,-0.043433,0.0049488,0.017143,0.0083776,-0.0083156,0.0014942,-0.0027786,-0.0059786
"157.014236695684/120.336028196401",0.0093651,0.017436,-0.012753,0.02207,-0.022383,0.016082,-0.026891,-0.010707,0.035512,0.0025924
"157.024808419526/21.4403789952792",0.030763,0.015205,0.0068619,0.01536,0.0084231,-0.0047181,-0.013751,0.015525,0.010356,-0.0012223
"157.036756551135/24.5530588125494",-0.017416,0.032593,-0.011666,0.0056363,-0.0046872,0.023138,0.00053541,-0.0065254,0.0020327,-0.00034559
"157.050670576027/152.704252202222",-0.0070493,-0.0030507,0.012528,-0.022075,0.012554,-0.025672,0.042811,0.008022,0.030209,0.0054975
"157.061855423498/80.8474999989389",0.024944,-0.0055894,0.029455,-0.021079,0.0047766,-0.0026659,-0.0069319,-0.014132,0.013504,-0.0031216
"157.087122473748/243.692602097144",0.014134,-0.021767,-0.033523,0.00040392,0.011046,-0.018493,0.0069349,0.012075,0.0030092,-0.010862
"157.123385927434/250.259932249197",-0.011767,0.025925,0.018358,0.0038354,0.010233,0.014167,0.024777,0.017936,-0.026702,-0.0022503
"158.045927502661/74.7628007224475",0.02373,0.022396,-0.015458,-0.010488,-0.0034418,-0.0078594,-0.0012145,0.015551,0.028536,8.5621e-05
"158.09038106197/40.07906422606",0.0053486,-0.0096305,-0.02071,-0.0081615,0.041854,0.022872,-0.019856,-0.023733,0.0062002,-0.0018042
"158.090381712968/168.489548278374",0.023984,0.030005,-0.0048885,0.0082694,-0.0032803,-0.00068662,-0.0080486,-0.01089,-0.013595,0.0021667
"159.016058296931/26.6316640546153",0.0047435,-0.0026222,0.018346,-0.035654,-0.031904,-0.014903,0.020345,0.0274,-0.0053276,-0.0037506
"159.066269242118/144.504854296375",0.013018,-0.0087652,0.015307,0.030936,0.027339,0.018275,0.0011835,0.031292,0.020458,0.010072
"159.077542371455/143.466590087183",-0.013369,0.0026449,-0.032138,-0.029804,0.010034,0.0047104,0.018219,0.026352,-0.0059568,0.0052724
"159.102633176542/39.768133365409",0.0086541,0.032965,-0.0037851,-0.013821,-0.021605,-0.016948,-0.022127,-0.0052841,-0.00011443,0.0017348
"160.025010650552/42.6649507214971",0.010723,-0.0057797,-0.010455,-0.037783,0.030123,-0.020636,0.014478,-0.01686,-0.022373,-0.013389
"160.061559436716/22.7640232066657",-0.016153,0.03394,-0.011872,-0.013019,0.0092278,0.013757,-0.0088109,0.00049765,-0.00093159,0.001884
"160.911385252843/289.854639556262",-0.015801,-0.023298,0.013456,-0.020977,-0.011978,-0.0039982,0.011353,0.038168,0.0085478,-0.0073845
"161.009192586313/24.7036987014236",-0.0045277,0.013563,0.032772,-0.027858,-0.012395,0.024732,0.010932,0.016543,-0.0060666,0.0051657
"161.064883319413/20.6790228899351",-0.0024929,0.022829,-0.023527,-0.025069,0.01053,0.021353,0.023293,0.013667,-0.015505,-0.0020038
"162.8935071868/50.5689659997019",0.025359,-0.013183,0.0021428,-0.017231,0.014167,-0.020056,0.020541,-0.026032,0.0094899,-0.002019
"163.040154163853/180.193804603322",0.017448,0.019071,-0.012847,-0.002347,-0.016803,-0.0059575,-0.019736,0.030079,-0.032985,-0.0069194
"163.076455536154/55.6447738261427",-0.0098684,0.00071827,-0.020563,-0.043717,0.016383,-0.02488,-0.011243,0.016461,-0.0038622,0.0035715
"163.884030614916/253.333528355308",-0.018677,0.012191,0.026698,0.019943,0.010626,0.0083529,-0.032768,0.00242,0.00043289,0.0055263
"164.011581025956/28.9415699985629",0.032973,0.00090015,0.0065803,-0.0079763,-0.0096357,0.012237,-0.021973,0.0073778,-0.011448,-0.0039529
"164.011590271321/181.660573597693",0.017659,-0.0071811,0.011492,-0.013719,-0.0097754,0.026646,-0.03536,0.02194,0.023301,-0.0004547
"164.071771639698/25.804745000852",-0.020325,0.032786,-0.013826,-0.0045747,0.0056374,0.0093835,-0.0041973,0.0031214,0.00039001,0.0014637
"164.391819435668/46.586160891343",0.032038,-0.005794,0.0028253,-0.014604,0.0022038,0.021467,0.017529,0.0098843,0.0058135,0.003141
"164.513183861757/33.2636142149989",0.029366,-0.011372,-0.0057205,0.0045597,0.023466,-0.011497,-0.023095,0.0061314,-0.0079432,0.005424
"164.972355181001/72.0137041837074",0.019839,-0.020841,-0.033875,-0.0055619,0.00010638,-0.0065992,-0.0020893,-0.0044916,0.0014788,0.011601
"165.040759235344/218.204225642959",-0.032849,0.0025818,-0.0015357,0.020465,-0.01559,-0.0083439,-0.010613,-0.012863,-6.7374e-05,0.0037498
"165.055667216455/200.417232642074",-0.02036,-0.018126,-0.015703,-0.015571,0.0099157,0.013825,-0.020025,0.033828,-0.0035822,0.0022017
"165.055710581178/71.3120786762661",-0.024641,-0.018001,-0.0040931,-0.021084,0.0043195,0.025652,-0.013056,0.019843,0.007369,0.01015
"165.09210259938/67.1935932415668",-0.00063601,-0.011228,-0.023169,0.025193,0.01909,0.039141,0.013636,0.0055041,0.01975,0.0017709
"165.525292456447/18.0430956515738",0.02465,-0.0085584,-0.0089669,-0.011807,-0.028051,0.024325,0.01684,-0.0080525,-0.018822,-0.0013955
"165.836610775511/28.9046966037445",-0.03414,0.0020666,-0.018297,0.0066732,-0.0035345,0.0043324,0.0029361,-0.0073039,0.0078818,-0.0072231
"166.040418742929/213.892504095491",-0.0241,0.020463,0.026795,0.0015041,-0.0098791,0.0086034,-0.0072482,-0.0028248,-0.0098384,-0.0090395
"166.044245348975/214.597984768303",-0.0106,0.024215,0.02065,0.016103,-0.0077907,0.026709,-0.009281,-0.011448,0.028284,0.003542
"166.062358140736/78.5308669605547",0.017534,0.035356,-0.010252,0.003608,-0.0072105,0.00034962,-0.0073327,0.010039,0.0055582,-0.0028588
"166.095437855101/56.2238259442391",0.022899,-0.015819,-0.032908,0.00083096,0.0032864,-0.012821,0.0065381,-0.00091299,0.0064379,0.00092146
"166.924410921499/28.3195913171798",-0.019231,-0.0060725,-0.0105,-0.0076564,0.00567,0.029263,0.04166,0.014318,0.011718,-0.0040787
"166.975149998435/32.3604429303235",0.0064485,0.027897,0.015167,-0.024865,0.029711,0.014982,-0.009428,0.0072222,-0.0034937,0.0018006
"167.02104587987/22.513084468712",-0.026956,0.017871,0.0093428,0.017838,0.0091384,-0.0034128,0.012528,0.027219,0.0054813,0.00065173
"167.065729668378/22.2803497656008",-0.022479,0.032092,0.0018674,0.0096485,0.010327,0.0045662,0.0037796,0.0038052,0.0091338,-0.0021782
"167.10781479371/84.5372931642654",0.014392,-0.00060891,0.010537,0.036843,-0.0043673,0.038376,-0.010195,0.023771,-0.0032926,-0.0092136
"168.023624276305/150.996230870988",0.0026186,0.018922,-0.024346,0.019104,0.026765,0.0097397,0.010032,-0.036633,-0.0077911,0.0086278
"168.024433844961/25.1049794061766",0.024493,0.0038868,0.013369,0.022592,0.02726,-0.0032458,-0.0099749,0.028603,0.010379,-0.006673
"168.83631825387/27.1171145205483",-0.018026,-0.0013465,-0.026648,-0.021888,-0.0054327,-0.038224,-0.0066466,0.002341,-0.0076171,0.011071
"168.99950386001/159.005145539513",0.0029462,-0.019511,0.0042355,0.03132,-0.026103,-0.030796,0.02472,-0.0033216,-0.0075034,0.0024615
"169.025351385034/20.1487355470544",0.019693,0.017883,0.0033047,0.023368,0.018388,-0.015713,-0.029087,-0.020083,0.0064771,0.005283
"169.050671920971/140.505453049388",0.004525,-0.0059408,-0.0214,0.021011,0.0061606,-0.036202,-0.01306,0.042191,-0.0025243,0.00983
"169.061842619855/256.745103770383",0.017076,-0.015321,0.0036981,0.019274,0.029805,0.00044087,-0.0059276,0.043766,7.0547e-05,0.0037595
"169.087072092509/50.1356396975834",-0.015807,0.0021419,0.026279,0.02782,0.011799,0.033479,0.0078992,0.0093279,0.01309,0.0054752
"169.123368020769/187.581146865439",-0.0037997,-0.015044,-0.0041618,0.0092159,0.0015131,-0.040322,-0.0079597,0.049351,-0.0061888,-0.0039515
"169.123426362416/113.940455399899",-0.0037112,-0.014567,-0.0029797,0.0063637,-0.00098137,-0.040104,-0.0053699,0.051251,-0.0063576,0.0003164
"170.833278253664/26.9013781557257",-0.020981,-0.0076312,-0.016932,-0.0029198,-0.017292,-0.04443,-0.0033833,0.0049434,-0.0049895,0.0025769
"171.006496761837/26.232917831846",-0.011972,0.035942,-0.012374,-0.011472,0.0079907,0.01058,-0.014757,-0.0022056,-0.0023385,-0.0035483
"171.499368481229/57.5654055159208",-0.0038611,0.0036873,-0.011392,0.046857,0.014988,0.012052,-0.018998,-0.03244,0.012393,0.0087996
